Date,EURMXN=X,MXN=X
2020-01-01,21.23080062866211,18.917400360107422
2020-01-02,21.212900161743164,18.898799896240234
2020-01-03,21.046199798583984,18.830299377441406
2020-01-06,21.144399642944336,18.944759368896484
2020-01-07,21.097000122070312,18.841449737548828
2020-01-08,21.16200065612793,18.96419906616211
2020-01-09,20.920499801635742,18.81399917602539
2020-01-10,20.93494987487793,18.834800720214844
2020-01-13,20.89539909362793,18.79762077331543
2020-01-14,20.936899185180664,18.79010009765625
2020-01-15,20.926700592041016,18.793800354003906
2020-01-16,20.959800720214844,18.782699584960938
2020-01-17,20.909799575805664,18.76300048828125
2020-01-20,20.697900772094727,18.656299591064453
2020-01-21,20.71179962158203,18.65369987487793
2020-01-22,20.8080997467041,18.7593994140625
2020-01-23,20.748899459838867,18.700410842895508
2020-01-24,20.738300323486328,18.74920082092285
2020-01-27,20.796199798583984,18.862499237060547
2020-01-28,20.816999435424805,18.892000198364258
2020-01-29,20.637500762939453,18.724050521850586
2020-01-30,20.59023094177246,18.681900024414062
2020-01-31,20.727519989013672,18.780799865722656
2020-02-03,20.924100875854492,18.866409301757812
2020-02-04,20.827800750732422,18.81439971923828
2020-02-05,20.621299743652344,18.671289443969727
2020-02-06,20.461599349975586,18.587600708007812
2020-02-07,20.47949981689453,18.639699935913086
2020-02-10,20.583499908447266,18.800249099731445
2020-02-11,20.40519905090332,18.702699661254883
2020-02-12,20.36709976196289,18.642000198364258
2020-02-13,20.2716007232666,18.640399932861328
2020-02-14,20.17314910888672,18.59510040283203
2020-02-17,20.10235023498535,18.542999267578125
2020-02-18,20.114700317382812,18.549999237060547
2020-02-19,20.06570053100586,18.58894920349121
2020-02-20,20.067399978637695,18.550100326538086
2020-02-21,20.344900131225586,18.847400665283203
2020-02-24,20.60260009765625,19.007709503173828
2020-02-25,20.66860008239746,19.03660011291504
2020-02-26,20.7485294342041,19.059999465942383
2020-02-27,20.992700576782227,19.286619186401367
2020-02-28,21.399900436401367,19.458969116210938
2020-03-02,21.9060001373291,19.82309913635254
2020-03-03,21.631999969482422,19.405000686645508
2020-03-04,21.728200912475586,19.43160057067871
2020-03-05,21.751699447631836,19.517200469970703
2020-03-06,22.25065040588379,19.81450080871582
2020-03-09,23.978069305419922,21.0575008392334
2020-03-10,23.71780014038086,20.81222915649414
2020-03-11,23.524900436401367,20.789400100708008
2020-03-12,24.13249969482422,21.41659927368164
2020-03-13,24.567100524902344,21.967199325561523
2020-03-16,24.31920051574707,21.808610916137695
2020-03-17,25.242599487304688,22.600990295410156
2020-03-18,25.287900924682617,22.960599899291992
2020-03-19,25.920299530029297,23.64971923828125
2020-03-20,25.626300811767578,24.0457706451416
2020-03-23,26.478300094604492,24.7462100982666
2020-03-24,27.278799057006836,25.336200714111328
2020-03-25,26.768199920654297,24.768699645996094
2020-03-26,26.14940071105957,24.008100509643555
2020-03-27,25.68120002746582,23.23710060119629
2020-03-30,26.283199310302734,23.594600677490234
2020-03-31,26.284900665283203,23.83300018310547
2020-04-01,26.203399658203125,23.750999450683594
2020-04-02,26.521799087524414,24.215530395507812
2020-04-03,26.295000076293945,24.235300064086914
2020-04-06,27.30459976196289,25.261999130249023
2020-04-07,26.515390396118164,24.542400360107422
2020-04-08,26.48509979248047,24.31159019470215
2020-04-09,26.062999725341797,23.984500885009766
2020-04-10,25.872800827026367,23.67639923095703
2020-04-13,25.64069938659668,23.446800231933594
2020-04-14,25.765600204467773,23.5851993560791
2020-04-15,25.66939926147461,23.36199951171875
2020-04-16,26.431699752807617,24.239200592041016
2020-04-17,25.805099487304688,23.76020050048828
2020-04-20,26.10740089416504,24.026649475097656
2020-04-21,26.084999084472656,24.010719299316406
2020-04-22,26.456300735473633,24.368600845336914
2020-04-23,26.46310043334961,24.479299545288086
2020-04-24,26.694000244140625,24.766550064086914
2020-04-27,27.044099807739258,24.98579978942871
2020-04-28,26.802000045776367,24.74970054626465
2020-04-29,26.319700241088867,24.283599853515625
2020-04-30,25.83060073852539,23.742000579833984
2020-05-01,26.5093994140625,24.21430015563965
2020-05-04,27.215599060058594,24.834489822387695
2020-05-05,26.273300170898438,24.090200424194336
2020-05-06,25.985700607299805,23.973499298095703
2020-05-07,26.384950637817383,24.427499771118164
2020-05-08,26.0314998626709,24.02206039428711
2020-05-11,25.617900848388672,23.625099182128906
2020-05-12,25.854700088500977,23.920089721679688
2020-05-13,26.428369522094727,24.363279342651367
2020-05-14,26.171600341796875,24.185699462890625
2020-05-15,25.783199310302734,23.851299285888672
2020-05-18,25.893299102783203,23.934009552001953
2020-05-19,25.900699615478516,23.731300354003906
2020-05-20,25.856800079345703,23.665359497070312
2020-05-21,25.481199264526367,23.195499420166016
2020-05-22,25.040800094604492,22.870180130004883
2020-05-25,24.720470428466797,22.663789749145508
2020-05-26,24.58300018310547,22.545499801635742
2020-05-27,24.38479995727539,22.211999893188477
2020-05-28,24.578699111938477,22.31138038635254
2020-05-29,24.61050033569336,22.19890022277832
2020-06-01,24.659799575805664,22.182300567626953
2020-06-02,24.53619956970215,22.042400360107422
2020-06-03,24.312400817871094,21.723800659179688
2020-06-04,24.401220321655273,21.720800399780273
2020-06-05,24.828500747680664,21.90247917175293
2020-06-08,24.307199478149414,21.474899291992188
2020-06-09,24.28860092163086,21.472999572753906
2020-06-10,24.801700592041016,21.88743019104004
2020-06-11,24.97640037536621,21.976980209350586
2020-06-12,25.797000885009766,22.854660034179688
2020-06-15,25.302099227905273,22.488540649414062
2020-06-16,25.117900848388672,22.155460357666016
2020-06-17,25.086299896240234,22.26922035217285
2020-06-18,25.125999450683594,22.341400146484375
2020-06-19,25.41659927368164,22.67639923095703
2020-06-22,25.305700302124023,22.64150047302246
2020-06-23,25.259769439697266,22.399099349975586
2020-06-24,25.325899124145508,22.389150619506836
2020-06-25,25.638399124145508,22.790279388427734
2020-06-26,25.437000274658203,22.679399490356445
2020-06-29,25.87310028076172,23.05470085144043
2020-06-30,25.930599212646484,23.056570053100586
2020-07-01,25.854000091552734,23.004499435424805
2020-07-02,25.552099227905273,22.711599349975586
2020-07-03,25.253000259399414,22.477819442749023
2020-07-06,25.175800323486328,22.38545036315918
2020-07-07,25.252899169921875,22.31100082397461
2020-07-08,25.705900192260742,22.792699813842773
2020-07-09,25.71540069580078,22.67180061340332
2020-07-10,25.525699615478516,22.60260009765625
2020-07-13,25.43280029296875,22.488399505615234
2020-07-14,25.777599334716797,22.709800720214844
2020-07-15,25.568899154663086,22.395999908447266
2020-07-16,25.490999221801758,22.318199157714844
2020-07-17,25.522899627685547,22.411680221557617
2020-07-20,25.735200881958008,22.492469787597656
2020-07-21,25.76420021057129,22.488540649414062
2020-07-22,25.731599807739258,22.29680061340332
2020-07-23,25.872900009155273,22.37017059326172
2020-07-24,26.07670021057129,22.478200912475586
2020-07-27,25.983299255371094,22.287200927734375
2020-07-28,25.829259872436523,21.936100006103516
2020-07-29,25.71820068359375,21.933399200439453
2020-07-30,25.903099060058594,21.97249984741211
2020-07-31,26.12820053100586,21.995399475097656
2020-08-03,26.240800857543945,22.26059913635254
2020-08-04,26.62470054626465,22.625699996948242
2020-08-05,26.749399185180664,22.628400802612305
2020-08-06,26.554000854492188,22.371639251708984
2020-08-07,26.601299285888672,22.402849197387695
2020-08-10,26.395999908447266,22.404619216918945
2020-08-11,26.37339973449707,22.45709991455078
2020-08-12,26.317100524902344,22.411399841308594
2020-08-13,26.360599517822266,22.340900421142578
2020-08-14,26.190200805664062,22.153900146484375
2020-08-17,26.01030921936035,21.933500289916992
2020-08-18,26.30900001525879,22.142200469970703
2020-08-19,26.44070053100586,22.13129997253418
2020-08-20,26.26300048828125,22.174789428710938
2020-08-21,26.21769905090332,22.088300704956055
2020-08-24,25.909099578857422,21.95966911315918
2020-08-25,25.928699493408203,21.972999572753906
2020-08-26,25.92650032043457,21.894699096679688
2020-08-27,25.966039657592773,21.930870056152344
2020-08-28,26.162500381469727,22.13290023803711
2020-08-31,25.92020034790039,21.749900817871094
2020-09-01,26.191999435424805,21.91254997253418
2020-09-02,25.941999435424805,21.74530029296875
2020-09-03,25.738920211791992,21.726900100708008
2020-09-04,25.700199127197266,21.698699951171875
2020-09-07,25.505300521850586,21.552949905395508
2020-09-08,25.537019729614258,21.594200134277344
